State,Week,Cases,Deaths
North Carolina,4/18/21,"957,970","12,553"
North Carolina,4/25/21,"970,673","12,677"
North Carolina,5/2/21,"981,358","12,804"
North Carolina,5/9/21,"990,114","12,885"
North Carolina,5/16/21,"996,511","12,984"
North Carolina,5/23/21,"1,001,825","13,101"
North Carolina,5/30/21,"1,005,366","13,168"
North Carolina,6/6/21,"1,008,494","13,287"
North Carolina,6/13/21,"1,010,919","13,359"
North Carolina,6/20/21,"1,013,282","13,432"
North Carolina,6/27/21,"1,015,417","13,450"
North Carolina,7/4/21,"1,018,556","13,496"
North Carolina,7/11/21,"1,024,084","13,533"
North Dakota,3/8/20,1,0
North Dakota,3/15/20,28,0
North Dakota,3/22/20,93,1
North Dakota,3/29/20,186,3
North Dakota,4/5/20,293,7
North Dakota,4/12/20,528,9
North Dakota,4/19/20,803,16
North Dakota,4/26/20,"1,153",24
North Dakota,5/3/20,"1,464",35
North Dakota,5/10/20,"1,848",42
North Dakota,5/17/20,"2,365",52
North Dakota,5/24/20,"2,557",63
North Dakota,5/31/20,"2,819",75
North Dakota,6/7/20,"3,061",77
North Dakota,6/14/20,"3,257",82
North Dakota,6/21/20,"3,467",87
North Dakota,6/28/20,"3,788",89
North Dakota,7/5/20,"4,247",91
North Dakota,7/12/20,"4,911",94
North Dakota,7/19/20,"5,740",103
North Dakota,7/26/20,"6,606",107
North Dakota,8/2/20,"7,512",116
North Dakota,8/9/20,"8,448",125
North Dakota,8/16/20,"9,740",139
North Dakota,8/23/20,"11,488",145
North Dakota,8/30/20,"13,338",159
North Dakota,9/6/20,"15,154",170
North Dakota,9/13/20,"17,610",195
North Dakota,9/20/20,"20,383",230
North Dakota,9/27/20,"23,137",274
North Dakota,10/4/20,"26,632",340
North Dakota,10/11/20,"31,266",404
North Dakota,10/18/20,"36,879",453
North Dakota,10/25/20,"43,921",529
North Dakota,11/1/20,"53,209",633
North Dakota,11/8/20,"62,878",732
North Dakota,11/15/20,"71,546",840
North Dakota,11/22/20,"77,941",921
North Dakota,11/29/20,"82,510","1,013"
North Dakota,12/6/20,"87,596","1,158"
North Dakota,12/13/20,"89,794","1,237"
North Dakota,12/20/20,"91,362","1,271"
North Dakota,12/27/20,"92,898","1,317"
North Dakota,1/3/21,"94,566","1,360"
North Dakota,1/10/21,"95,736","1,403"
North Dakota,1/17/21,"96,745","1,436"
North Dakota,1/24/21,"97,587","1,447"
North Dakota,1/31/21,"98,131","1,453"
North Dakota,2/7/21,"98,581","1,461"
North Dakota,2/14/21,"99,258","1,467"
North Dakota,2/21/21,"99,810","1,475"
North Dakota,2/28/21,"100,387","1,479"
North Dakota,3/7/21,"100,973","1,488"
North Dakota,3/14/21,"101,633","1,492"
North Dakota,3/21/21,"102,568","1,498"
North Dakota,3/28/21,"103,609","1,498"
North Dakota,4/4/21,"104,732","1,502"
North Dakota,4/11/21,"105,727","1,510"
North Dakota,4/18/21,"106,687","1,517"
North Dakota,4/25/21,"107,670","1,525"
North Dakota,5/2/21,"108,469","1,530"
North Dakota,5/9/21,"109,087","1,534"
North Dakota,5/16/21,"109,607","1,537"
North Dakota,5/23/21,"109,946","1,543"
North Dakota,5/30/21,"110,209","1,547"
North Dakota,6/6/21,"110,457","1,551"
North Dakota,6/13/21,"110,590","1,554"
North Dakota,6/20/21,"110,688","1,559"
North Dakota,6/27/21,"110,765","1,559"
North Dakota,7/4/21,"110,879","1,563"
North Dakota,7/11/21,"111,031","1,568"
Northern Mariana Islands,3/22/20,2,0
Northern Mariana Islands,3/29/20,8,1
Northern Mariana Islands,4/5/20,11,2
Northern Mariana Islands,4/12/20,14,2
Northern Mariana Islands,4/19/20,14,2
Northern Mariana Islands,4/26/20,14,2
Northern Mariana Islands,5/3/20,16,2
Northern Mariana Islands,5/10/20,21,2
Northern Mariana Islands,5/17/20,22,2
Northern Mariana Islands,5/24/20,22,2
Northern Mariana Islands,5/31/20,26,2
Northern Mariana Islands,6/7/20,30,2
Northern Mariana Islands,6/14/20,30,2
Northern Mariana Islands,6/21/20,30,2
Northern Mariana Islands,6/28/20,31,2
Northern Mariana Islands,7/5/20,33,2
Northern Mariana Islands,7/12/20,37,2
Northern Mariana Islands,7/19/20,40,2
Northern Mariana Islands,7/26/20,44,2
Northern Mariana Islands,8/2/20,48,2
Northern Mariana Islands,8/9/20,50,2
Northern Mariana Islands,8/16/20,54,2
Northern Mariana Islands,8/23/20,56,2
Northern Mariana Islands,8/30/20,58,2
Northern Mariana Islands,9/6/20,60,2
Northern Mariana Islands,9/13/20,68,2
Northern Mariana Islands,9/20/20,69,2
Northern Mariana Islands,9/27/20,70,2
Northern Mariana Islands,10/4/20,77,2
Northern Mariana Islands,10/11/20,86,2
Northern Mariana Islands,10/18/20,88,2
Northern Mariana Islands,10/25/20,92,2
Northern Mariana Islands,11/1/20,98,2
Northern Mariana Islands,11/8/20,100,2
Northern Mariana Islands,11/15/20,103,2
Northern Mariana Islands,11/22/20,104,2
Northern Mariana Islands,11/29/20,106,2
Northern Mariana Islands,12/6/20,113,2
Northern Mariana Islands,12/13/20,115,2
Northern Mariana Islands,12/20/20,122,2
Northern Mariana Islands,12/27/20,122,2
Northern Mariana Islands,1/3/21,125,2
Northern Mariana Islands,1/10/21,128,2
Northern Mariana Islands,1/17/21,129,2
Northern Mariana Islands,1/24/21,131,2
Northern Mariana Islands,1/31/21,133,2
Northern Mariana Islands,2/7/21,134,2
Northern Mariana Islands,2/14/21,135,2
Northern Mariana Islands,2/21/21,143,2
Northern Mariana Islands,2/28/21,144,2
Northern Mariana Islands,3/7/21,147,2
Northern Mariana Islands,3/14/21,157,2
Northern Mariana Islands,3/21/21,159,2
Northern Mariana Islands,3/28/21,159,2
Northern Mariana Islands,4/4/21,160,2
Northern Mariana Islands,4/11/21,162,2
Northern Mariana Islands,4/18/21,164,2
Northern Mariana Islands,4/25/21,168,2
Northern Mariana Islands,5/2/21,169,2
Northern Mariana Islands,5/9/21,172,2
Northern Mariana Islands,5/16/21,181,2
Northern Mariana Islands,5/23/21,183,2
Northern Mariana Islands,5/30/21,183,2
Northern Mariana Islands,6/6/21,183,2
Northern Mariana Islands,6/13/21,183,2
Northern Mariana Islands,6/20/21,183,2
Northern Mariana Islands,6/27/21,183,2
Northern Mariana Islands,7/4/21,183,2
Northern Mariana Islands,7/11/21,183,2
Ohio,3/8/20,26,0
Ohio,3/15/20,247,3
Ohio,3/22/20,"1,406",25
Ohio,3/29/20,"3,739",102
Ohio,4/5/20,"6,251",247
Ohio,4/12/20,"10,222",451
Ohio,4/19/20,"15,587",711
Ohio,4/26/20,"19,335","1,021"
Ohio,5/3/20,"23,697","1,331"
Ohio,5/10/20,"27,476","1,610"
Ohio,5/17/20,"31,408","1,956"
Ohio,5/24/20,"35,034","2,149"
Ohio,5/31/20,"38,111","2,370"
Ohio,6/7/20,"40,848","2,554"
Ohio,6/14/20,"44,262","2,697"
Ohio,6/21/20,"49,455","2,804"
Ohio,6/28/20,"56,183","2,907"
Ohio,7/5/20,"64,214","3,036"
Ohio,7/12/20,"73,822","3,132"
Ohio,7/19/20,"83,184","3,297"
Ohio,7/26/20,"92,087","3,515"
Ohio,8/2/20,"99,969","3,668"
Ohio,8/9/20,"107,674","3,824"
Ohio,8/16/20,"114,165","3,975"
Ohio,8/23/20,"121,340","4,126"
Ohio,8/30/20,"129,785","4,256"
Ohio,9/6/20,"136,568","4,411"
Ohio,9/13/20,"143,547","4,612"
Ohio,9/20/20,"150,009","4,740"
Ohio,9/27/20,"157,966","4,925"
Ohio,10/4/20,"167,458","4,997"
Ohio,10/11/20,"180,225","5,067"
Ohio,10/18/20,"195,806","5,206"
Ohio,10/25/20,"215,697","5,301"
Ohio,11/1/20,"245,727","5,506"
Ohio,11/8/20,"290,243","5,714"
Ohio,11/15/20,"343,286","5,984"
Ohio,11/22/20,"406,703","6,378"
Ohio,11/29/20,"467,432","6,947"
Ohio,12/6/20,"553,461","7,477"
Ohio,12/13/20,"614,429","8,031"
Ohio,12/20/20,"664,668","8,476"
Ohio,12/27/20,"714,673","9,017"
Ohio,1/3/21,"770,977","9,599"
Ohio,1/10/21,"821,507","10,135"
Ohio,1/17/21,"859,841","10,680"
Ohio,1/24/21,"892,781","11,124"
Ohio,1/31/21,"918,079","11,652"
Ohio,2/7/21,"937,541","16,340"
Ohio,2/14/21,"952,306","16,749"
Ohio,2/21/21,"966,154","17,239"
Ohio,2/28/21,"977,738","17,502"
Ohio,3/7/21,"988,298","17,871"
Ohio,3/14/21,"998,819","18,340"
Ohio,3/21/21,"1,010,603","18,526"
Ohio,3/28/21,"1,024,011","18,643"
Ohio,4/4/21,"1,037,600","18,827"
Ohio,4/11/21,"1,052,099","18,991"
Ohio,4/18/21,"1,063,433","19,122"
Ohio,4/25/21,"1,074,019","19,284"
Ohio,5/2/21,"1,082,815","19,428"
Ohio,5/9/21,"1,090,276","19,528"
Ohio,5/16/21,"1,096,617","19,709"
Ohio,5/23/21,"1,101,557","19,861"
Ohio,5/30/21,"1,104,380","19,980"
Ohio,6/6/21,"1,106,796","20,091"
Ohio,6/13/21,"1,108,736","20,166"
Ohio,6/20/21,"1,110,546","20,281"
Ohio,6/27/21,"1,112,289","20,344"
Ohio,7/4/21,"1,114,036","20,380"
Ohio,7/11/21,"1,116,808","20,437"
Oklahoma,3/1/20,1,0
Oklahoma,3/8/20,4,0
Oklahoma,3/15/20,53,1
Oklahoma,3/22/20,377,15
Oklahoma,3/29/20,"1,159",42
Oklahoma,4/5/20,"1,868",93
Oklahoma,4/12/20,"2,570",139
Oklahoma,4/19/20,"3,193",194
Oklahoma,4/26/20,"3,851",238
Oklahoma,5/3/20,"4,490",270
Oklahoma,5/10/20,"5,237",288
Oklahoma,5/17/20,"5,960",311
Oklahoma,5/24/20,"6,418",334
Oklahoma,5/31/20,"7,060",347
Oklahoma,6/7/20,"8,073",359
Oklahoma,6/14/20,"10,037",368
Oklahoma,6/21/20,"12,642",384
Oklahoma,6/28/20,"15,645",398
Oklahoma,7/5/20,"19,779",421
Oklahoma,7/12/20,"25,056",451
Oklahoma,7/19/20,"30,081",496
Oklahoma,7/26/20,"37,706",549
Oklahoma,8/2/20,"43,070",603
Oklahoma,8/9/20,"47,798",657
Oklahoma,8/16/20,"52,599",725
Oklahoma,8/23/20,"57,353",797
Oklahoma,8/30/20,"63,187",850
Oklahoma,9/6/20,"68,659",899
Oklahoma,9/13/20,"75,804",943
Oklahoma,9/20/20,"83,510","1,004"
Oklahoma,9/27/20,"90,748","1,051"
Oklahoma,10/4/20,"98,621","1,095"
Oklahoma,10/11/20,"106,503","1,168"
Oklahoma,10/18/20,"115,685","1,245"
Oklahoma,10/25/20,"122,762","1,337"
Oklahoma,11/1/20,"136,258","1,438"
Oklahoma,11/8/20,"150,205","1,516"
Oklahoma,11/15/20,"170,924","1,624"
Oklahoma,11/22/20,"193,824","1,717"
Oklahoma,11/29/20,"213,245","1,874"
Oklahoma,12/6/20,"233,336","2,042"
Oklahoma,12/13/20,"255,868","2,189"
Oklahoma,12/20/20,"276,508","2,357"
Oklahoma,12/27/20,"296,055","2,527"
Oklahoma,1/3/21,"324,875","2,738"
Oklahoma,1/10/21,"351,665","2,952"
Oklahoma,1/17/21,"370,149","3,231"
Oklahoma,1/24/21,"386,590","3,504"
Oklahoma,1/31/21,"401,780","3,761"
Oklahoma,2/7/21,"412,276","3,994"
Oklahoma,2/14/21,"418,318","4,155"
Oklahoma,2/21/21,"423,802","4,379"
Oklahoma,2/28/21,"428,536","4,534"
Oklahoma,3/7/21,"431,991","4,701"
Oklahoma,3/14/21,"434,491","4,788"
Oklahoma,3/21/21,"436,971","4,850"
Oklahoma,3/28/21,"439,149","4,953"
Oklahoma,4/4/21,"442,805","6,669"
Oklahoma,4/11/21,"444,863","6,697"
Oklahoma,4/18/21,"446,550","6,716"
Oklahoma,4/25/21,"448,305","6,788"
Oklahoma,5/2/21,"449,648","6,832"
Oklahoma,5/9/21,"450,847","6,878"
Oklahoma,5/16/21,"451,830","6,918"
Oklahoma,5/23/21,"452,777","7,291"
Oklahoma,5/30/21,"453,552","7,316"
Oklahoma,6/6/21,"454,394","7,325"
Oklahoma,6/13/21,"455,535","7,354"
Oklahoma,6/20/21,"456,910","7,384"
Oklahoma,6/27/21,"458,483","7,388"
Oklahoma,7/4/21,"460,682","7,406"
Oklahoma,7/11/21,"464,607","7,417"
Oregon,2/23/20,1,0
Oregon,3/1/20,6,0
Oregon,3/8/20,36,1
Oregon,3/15/20,137,4
Oregon,3/22/20,480,13
Oregon,3/29/20,"1,000",26
Oregon,4/5/20,"1,447",51
Oregon,4/12/20,"1,844",72
Oregon,4/19/20,"2,253",87
Oregon,4/26/20,"2,635",109
Oregon,5/3/20,"3,160",127
Oregon,5/10/20,"3,612",137
Oregon,5/17/20,"3,888",147
Oregon,5/24/20,"4,185",153
Oregon,5/31/20,"4,672",163
Oregon,6/7/20,"5,543",175
Oregon,6/14/20,"6,682",188
Oregon,6/21/20,"8,110",204
Oregon,6/28/20,"9,937",216
Oregon,7/5/20,"11,851",235
Oregon,7/12/20,"14,231",259
Oregon,7/19/20,"16,492",286
Oregon,7/26/20,"18,817",329
Oregon,8/2/20,"21,011",358
Oregon,8/9/20,"23,018",389
Oregon,8/16/20,"24,711",422
Oregon,8/23/20,"26,293",460
Oregon,8/30/20,"27,857",482
Oregon,9/6/20,"29,156",505
Oregon,9/13/20,"30,600",527
Oregon,9/20/20,"32,581",549
Oregon,9/27/20,"34,512",572
Oregon,10/4/20,"36,925",600
Oregon,10/11/20,"39,316",622
Oregon,10/18/20,"41,739",654
Oregon,10/25/20,"44,923",690
Oregon,11/1/20,"49,587",729
Oregon,11/8/20,"56,018",760
Oregon,11/15/20,"63,668",822
Oregon,11/22/20,"72,506",899
Oregon,11/29/20,"83,243","1,027"
Oregon,12/6/20,"92,839","1,155"
Oregon,12/13/20,"101,814","1,340"
Oregon,12/20/20,"108,348","1,431"
Oregon,12/27/20,"116,348","1,503"
Oregon,1/3/21,"124,476","1,607"
Oregon,1/10/21,"132,412","1,800"
Oregon,1/17/21,"137,600","1,882"
Oregon,1/24/21,"142,417","1,972"
Oregon,1/31/21,"146,741","2,032"
Oregon,2/7/21,"150,034","2,137"
Oregon,2/14/21,"152,711","2,159"
Oregon,2/21/21,"155,315","2,218"
Oregon,2/28/21,"157,163","2,303"
Oregon,3/7/21,"159,427","2,329"
Oregon,3/14/21,"161,342","2,373"
Oregon,3/21/21,"163,737","2,386"
Oregon,3/28/21,"166,480","2,406"
Oregon,4/4/21,"170,085","2,451"
Oregon,4/11/21,"174,501","2,472"
Oregon,4/18/21,"179,930","2,496"
Oregon,4/25/21,"185,621","2,514"
Oregon,5/2/21,"190,804","2,542"
Oregon,5/9/21,"195,179","2,600"
Oregon,5/16/21,"198,356","2,642"
Oregon,5/23/21,"201,005","2,682"
Oregon,5/30/21,"203,033","2,718"
Oregon,6/6/21,"204,898","2,759"
Oregon,6/13/21,"206,581","2,783"
Oregon,6/20/21,"208,071","2,794"
Oregon,6/27/21,"209,082","2,811"
Oregon,7/4/21,"210,287","2,822"
Oregon,7/11/21,"212,030","2,848"
Pennsylvania,3/1/20,4,0
Pennsylvania,3/8/20,47,0
Pennsylvania,3/15/20,388,2
Pennsylvania,3/22/20,"2,815",35
Pennsylvania,3/29/20,"10,110",140
Pennsylvania,4/5/20,"21,774",515
Pennsylvania,4/12/20,"31,742","1,150"
Pennsylvania,4/19/20,"41,626","1,842"
Pennsylvania,4/26/20,"51,071","2,794"
Pennsylvania,5/3/20,"58,661","3,793"
Pennsylvania,5/10/20,"65,228","4,490"
Pennsylvania,5/17/20,"71,102","5,121"
Pennsylvania,5/24/20,"75,789","5,537"
Pennsylvania,5/31/20,"79,507","5,986"
Pennsylvania,6/7/20,"82,988","6,264"
Pennsylvania,6/14/20,"85,678","6,467"
Pennsylvania,6/21/20,"89,400","6,652"
Pennsylvania,6/28/20,"93,922","6,793"
Pennsylvania,7/5/20,"99,252","6,945"
Pennsylvania,7/12/20,"104,780","7,068"
Pennsylvania,7/19/20,"111,121","7,167"
Pennsylvania,7/26/20,"117,468","7,270"
Pennsylvania,8/2/20,"122,666","7,372"
Pennsylvania,8/9/20,"128,531","7,525"
Pennsylvania,8/16/20,"133,160","7,643"
Pennsylvania,8/23/20,"137,576","7,740"
Pennsylvania,8/30/20,"143,301","7,837"
Pennsylvania,9/6/20,"148,635","7,915"
Pennsylvania,9/13/20,"154,261","8,028"
Pennsylvania,9/20/20,"159,937","8,177"
Pennsylvania,9/27/20,"166,270","8,271"
Pennsylvania,10/4/20,"175,804","8,421"
Pennsylvania,10/11/20,"185,670","8,535"
Pennsylvania,10/18/20,"197,370","8,721"
Pennsylvania,10/25/20,"212,816","8,883"
Pennsylvania,11/1/20,"232,582","9,089"
Pennsylvania,11/8/20,"264,396","9,353"
Pennsylvania,11/15/20,"307,247","9,862"
Pennsylvania,11/22/20,"356,243","10,337"
Pennsylvania,11/29/20,"416,073","11,331"
Pennsylvania,12/6/20,"485,901","12,489"
Pennsylvania,12/13/20,"553,424","13,869"
Pennsylvania,12/20/20,"609,682","14,915"
Pennsylvania,12/27/20,"661,731","16,270"
Pennsylvania,1/3/21,"718,642","17,681"
Pennsylvania,1/10/21,"767,074","19,188"
Pennsylvania,1/17/21,"805,272","20,526"
Pennsylvania,1/24/21,"844,519","21,658"
Pennsylvania,1/31/21,"871,435","22,422"
Pennsylvania,2/7/21,"897,038","23,114"
Pennsylvania,2/14/21,"916,378","23,615"
Pennsylvania,2/21/21,"934,113","23,979"
Pennsylvania,2/28/21,"951,703","24,362"
Pennsylvania,3/7/21,"969,095","24,576"
Pennsylvania,3/14/21,"989,336","24,841"
Pennsylvania,3/21/21,"1,014,137","25,044"
Pennsylvania,3/28/21,"1,043,693","25,243"
Pennsylvania,4/4/21,"1,073,909","25,457"
Pennsylvania,4/11/21,"1,108,538","25,719"
Pennsylvania,4/18/21,"1,135,903","26,033"
Pennsylvania,4/25/21,"1,158,964","26,307"
Pennsylvania,5/2/21,"1,176,855","26,578"
Pennsylvania,5/9/21,"1,189,690","26,803"
Pennsylvania,5/16/21,"1,198,106","27,079"
Pennsylvania,5/23/21,"1,205,950","27,257"
Pennsylvania,5/30/21,"1,209,878","27,404"
Pennsylvania,6/6/21,"1,212,822","27,526"
Pennsylvania,6/13/21,"1,214,797","27,612"
Pennsylvania,6/20/21,"1,216,036","27,691"
Pennsylvania,6/27/21,"1,217,282","27,725"
Pennsylvania,7/4/21,"1,218,500","27,742"
Pennsylvania,7/11/21,"1,220,385","27,790"
Puerto Rico,3/8/20,4,0
Puerto Rico,3/15/20,21,1
Puerto Rico,3/22/20,100,3
Puerto Rico,3/29/20,452,18
Puerto Rico,4/5/20,788,42
Puerto Rico,4/12/20,"1,118",60
Puerto Rico,4/19/20,"1,307",83
Puerto Rico,4/26/20,"1,755",95
Puerto Rico,5/3/20,"2,173",108
Puerto Rico,5/10/20,"2,589",122
Puerto Rico,5/17/20,"3,100",127
Puerto Rico,5/24/20,"3,718",133
Puerto Rico,5/31/20,"4,915",142
Puerto Rico,6/7/20,"5,690",146
Puerto Rico,6/14/20,"6,463",147
Puerto Rico,6/21/20,"7,066",152
Puerto Rico,6/28/20,"7,787",155
Puerto Rico,7/5/20,"9,366",167
Puerto Rico,7/12/20,"11,453",178
Puerto Rico,7/19/20,"14,540",201
Puerto Rico,7/26/20,"17,872",225
Puerto Rico,8/2/20,"21,424",274
Puerto Rico,8/9/20,"25,695",329
Puerto Rico,8/16/20,"29,577",381
Puerto Rico,8/23/20,"32,550",428
Puerto Rico,8/30/20,"34,492",464
Puerto Rico,9/6/20,"37,092",535
Puerto Rico,9/13/20,"40,993",605
Puerto Rico,9/20/20,"45,413",642
Puerto Rico,9/27/20,"50,375",681
Puerto Rico,10/4/20,"53,364",728
Puerto Rico,10/11/20,"56,650",761
Puerto Rico,10/18/20,"61,280",794
Puerto Rico,10/25/20,"66,128",822
Puerto Rico,11/1/20,"71,532",862
Puerto Rico,11/8/20,"75,387",921
Puerto Rico,11/15/20,"80,049","1,012"
Puerto Rico,11/22/20,"85,196","1,083"
Puerto Rico,11/29/20,"89,147","1,184"
Puerto Rico,12/6/20,"95,338","1,266"
Puerto Rico,12/13/20,"100,826","1,342"
Puerto Rico,12/20/20,"106,058","1,432"
Puerto Rico,12/27/20,"111,547","1,526"
Puerto Rico,1/3/21,"116,245","1,616"
Puerto Rico,1/10/21,"120,138","1,703"
Puerto Rico,1/17/21,"123,688","1,771"
Puerto Rico,1/24/21,"127,021","1,823"
Puerto Rico,1/31/21,"128,970","1,872"
Puerto Rico,2/7/21,"130,928","1,915"
Puerto Rico,2/14/21,"132,450","1,957"
Puerto Rico,2/21/21,"133,659","2,032"
Puerto Rico,2/28/21,"134,942","2,059"
Puerto Rico,3/7/21,"136,182","2,077"
Puerto Rico,3/14/21,"137,510","2,092"
Puerto Rico,3/21/21,"139,240","2,109"
Puerto Rico,3/28/21,"142,387","2,126"
Puerto Rico,4/4/21,"146,815","2,152"
Puerto Rico,4/11/21,"154,186","2,194"
Puerto Rico,4/18/21,"161,065","2,263"
Puerto Rico,4/25/21,"165,571","2,310"
Puerto Rico,5/2/21,"168,503","2,367"
Puerto Rico,5/9/21,"170,041","2,431"
Puerto Rico,5/16/21,"171,225","2,471"
Puerto Rico,5/23/21,"172,100","2,499"
Puerto Rico,5/30/21,"172,564","2,516"
Puerto Rico,6/6/21,"172,938","2,530"
Puerto Rico,6/13/21,"173,284","2,539"
Puerto Rico,6/20/21,"173,524","2,546"
Puerto Rico,6/27/21,"173,790","2,552"
Puerto Rico,7/4/21,"174,237","2,554"
Puerto Rico,7/11/21,"175,098","2,560"
Rhode Island,3/1/20,3,0
Rhode Island,3/8/20,20,0
Rhode Island,3/15/20,66,0
Rhode Island,3/22/20,239,2
Rhode Island,3/29/20,806,17
Rhode Island,4/5/20,"2,349",56
Rhode Island,4/12/20,"4,491",137
Rhode Island,4/19/20,"7,129",215
Rhode Island,4/26/20,"9,289",296
Rhode Island,5/3/20,"10,989",418
Rhode Island,5/10/20,"12,434",489
Rhode Island,5/17/20,"13,952",597
Rhode Island,5/24/20,"14,819",711
Rhode Island,5/31/20,"15,441",772
Rhode Island,6/7/20,"15,947",833
Rhode Island,6/14/20,"16,337",894
Rhode Island,6/21/20,"16,661",927
Rhode Island,6/28/20,"16,991",960
Rhode Island,7/5/20,"17,312",976
Rhode Island,7/12/20,"17,793",990
Rhode Island,7/19/20,"18,224","1,002"
Rhode Island,7/26/20,"19,022","1,007"
Rhode Island,8/2/20,"19,738","1,014"
Rhode Island,8/9/20,"20,335","1,021"
Rhode Island,8/16/20,"21,022","1,030"
Rhode Island,8/23/20,"21,683","1,046"
Rhode Island,8/30/20,"22,243","1,055"
Rhode Island,9/6/20,"22,905","1,071"
Rhode Island,9/13/20,"23,620","1,088"
Rhode Island,9/20/20,"24,311","1,107"
Rhode Island,9/27/20,"25,076","1,118"
Rhode Island,10/4/20,"26,294","1,130"
Rhode Island,10/11/20,"27,691","1,152"
Rhode Island,10/18/20,"30,118","1,177"
Rhode Island,10/25/20,"32,874","1,201"
Rhode Island,11/1/20,"36,380","1,224"
Rhode Island,11/8/20,"41,529","1,254"
Rhode Island,11/15/20,"48,001","1,294"
Rhode Island,11/22/20,"53,954","1,346"
Rhode Island,11/29/20,"62,137","1,413"
Rhode Island,12/6/20,"70,818","1,509"
Rhode Island,12/13/20,"77,812","1,625"
Rhode Island,12/20/20,"82,066","1,704"
Rhode Island,12/27/20,"87,949","1,777"
Rhode Island,1/3/21,"97,614","1,916"
Rhode Island,1/10/21,"104,443","2,005"
Rhode Island,1/17/21,"109,735","2,083"
Rhode Island,1/24/21,"114,438","2,154"
Rhode Island,1/31/21,"117,891","2,212"
Rhode Island,2/7/21,"120,821","2,290"
Rhode Island,2/14/21,"123,145","2,376"
Rhode Island,2/21/21,"125,622","2,502"
Rhode Island,2/28/21,"128,121","2,541"
Rhode Island,3/7/21,"130,502","2,567"
Rhode Island,3/14/21,"133,039","2,595"
Rhode Island,3/21/21,"135,775","2,608"
Rhode Island,3/28/21,"138,255","2,630"
Rhode Island,4/4/21,"141,097","2,638"
Rhode Island,4/11/21,"144,149","2,647"
Rhode Island,4/18/21,"146,324","2,660"
Rhode Island,4/25/21,"148,186","2,671"
Rhode Island,5/2/21,"149,577","2,687"
Rhode Island,5/9/21,"150,385","2,700"
Rhode Island,5/16/21,"151,258","2,704"
Rhode Island,5/23/21,"151,743","2,708"
Rhode Island,5/30/21,"151,992","2,717"
Rhode Island,6/6/21,"152,213","2,722"
Rhode Island,6/13/21,"152,383","2,724"
Rhode Island,6/20/21,"152,514","2,728"
Rhode Island,6/27/21,"152,643","2,730"
Rhode Island,7/4/21,"152,748","2,730"
Rhode Island,7/11/21,"152,971","2,736"
South Carolina,3/1/20,2,0
South Carolina,3/8/20,19,0
South Carolina,3/15/20,172,3
South Carolina,3/22/20,661,15
South Carolina,3/29/20,"1,917",40
South Carolina,4/5/20,"3,207",80
South Carolina,4/12/20,"4,246",119
South Carolina,4/19/20,"5,253",166
South Carolina,4/26/20,"6,489",267
South Carolina,5/3/20,"7,531",330
South Carolina,5/10/20,"8,661",380
South Carolina,5/17/20,"9,895",425
South Carolina,5/24/20,"11,394",487
South Carolina,5/31/20,"13,916",545
South Carolina,6/7/20,"17,955",599
South Carolina,6/14/20,"23,786",644
South Carolina,6/21/20,"31,939",711
South Carolina,6/28/20,"43,386",813
South Carolina,7/5/20,"54,699",951
South Carolina,7/12/20,"67,612","1,135"
South Carolina,7/19/20,"80,008","1,465"
South Carolina,7/26/20,"90,599","1,751"
South Carolina,8/2/20,"99,460","2,007"
South Carolina,8/9/20,"105,882","2,260"
South Carolina,8/16/20,"111,295","2,493"
South Carolina,8/23/20,"117,249","2,698"
South Carolina,8/30/20,"124,289","2,877"
South Carolina,9/6/20,"129,978","3,040"
South Carolina,9/13/20,"137,240","3,188"
South Carolina,9/20/20,"145,273","3,323"
South Carolina,9/27/20,"150,891","3,442"
South Carolina,10/4/20,"156,621","3,551"
South Carolina,10/11/20,"163,214","3,637"
South Carolina,10/18/20,"169,341","3,793"
South Carolina,10/25/20,"176,612","3,935"
South Carolina,11/1/20,"184,742","4,015"
South Carolina,11/8/20,"194,014","4,110"
South Carolina,11/15/20,"205,018","4,274"
South Carolina,11/22/20,"214,911","4,346"
South Carolina,11/29/20,"229,235","4,517"
South Carolina,12/6/20,"248,798","4,685"
South Carolina,12/13/20,"270,537","4,895"
South Carolina,12/20/20,"288,892","5,124"
South Carolina,12/27/20,"312,718","5,385"
South Carolina,1/3/21,"350,084","5,758"
South Carolina,1/10/21,"382,422","6,108"
South Carolina,1/17/21,"413,789","6,479"
South Carolina,1/24/21,"439,785","7,014"
South Carolina,1/31/21,"462,981","7,611"
South Carolina,2/7/21,"483,140","7,911"
South Carolina,2/14/21,"501,277","8,256"
South Carolina,2/21/21,"515,072","8,498"
South Carolina,2/28/21,"524,457","8,719"
South Carolina,3/7/21,"532,549","8,870"
South Carolina,3/14/21,"540,390","8,977"
South Carolina,3/21/21,"548,114","9,104"
South Carolina,3/28/21,"555,274","9,196"
South Carolina,4/4/21,"561,773","9,273"
South Carolina,4/11/21,"568,258","9,321"
South Carolina,4/18/21,"574,226","9,414"
South Carolina,4/25/21,"579,556","9,506"
South Carolina,5/2/21,"583,996","9,586"
South Carolina,5/9/21,"588,110","9,638"
South Carolina,5/16/21,"590,645","9,674"
South Carolina,5/23/21,"592,912","9,728"
South Carolina,5/30/21,"593,948","9,752"
South Carolina,6/6/21,"594,805","9,776"
South Carolina,6/13/21,"595,448","9,792"
South Carolina,6/20/21,"596,144","9,819"
